2024-02-22 09:09:09 | INFO | model_worker | Loading the model ['chatglm3-6b'] on worker f169d9fa ...
2024-02-22 10:44:14 | INFO | stdout | INFO:     127.0.0.1:35384 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 10:44:14 | INFO | stdout | INFO:     127.0.0.1:35394 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 10:44:15 | INFO | stdout | INFO:     127.0.0.1:35410 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 10:44:27 | INFO | stdout | INFO:     127.0.0.1:60908 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 10:44:27 | INFO | stdout | INFO:     127.0.0.1:60918 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 10:44:27 | INFO | stdout | INFO:     127.0.0.1:60926 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 10:44:36 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 12. worker_id: f169d9fa. 
2024-02-22 10:44:41 | INFO | stdout | INFO:     127.0.0.1:47706 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 10:44:41 | INFO | stdout | INFO:     127.0.0.1:47722 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 10:44:41 | INFO | stdout | INFO:     127.0.0.1:47730 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 10:45:21 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:46:06 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:46:51 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:47:36 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:48:21 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:49:06 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:49:51 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:50:36 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:51:21 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:52:06 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:52:51 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:53:36 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:54:21 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:55:07 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:55:52 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:56:37 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:57:22 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:58:07 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:58:52 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 10:59:37 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:00:22 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:01:07 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:01:52 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:02:37 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:03:22 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:04:07 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:04:52 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:05:37 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:06:22 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:07:07 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:07:52 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:08:37 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:09:22 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:10:08 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:10:53 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:11:38 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:12:23 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:13:08 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 13. worker_id: f169d9fa. 
2024-02-22 11:13:18 | INFO | stdout | INFO:     127.0.0.1:49962 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:13:18 | INFO | stdout | INFO:     127.0.0.1:49966 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:13:18 | INFO | stdout | INFO:     127.0.0.1:49980 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:13:25 | INFO | stdout | INFO:     127.0.0.1:49988 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:13:25 | INFO | stdout | INFO:     127.0.0.1:49998 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:13:25 | INFO | stdout | INFO:     127.0.0.1:50014 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:13:53 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 15. worker_id: f169d9fa. 
2024-02-22 11:13:55 | INFO | stdout | INFO:     127.0.0.1:37202 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:13:55 | INFO | stdout | INFO:     127.0.0.1:37208 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:13:55 | INFO | stdout | INFO:     127.0.0.1:37224 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:13:58 | INFO | stdout | INFO:     127.0.0.1:36902 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:13:58 | INFO | stdout | INFO:     127.0.0.1:36916 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:13:58 | INFO | stdout | INFO:     127.0.0.1:36924 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:04 | INFO | stdout | INFO:     127.0.0.1:36926 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:04 | INFO | stdout | INFO:     127.0.0.1:36928 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:04 | INFO | stdout | INFO:     127.0.0.1:36940 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:09 | INFO | stdout | INFO:     127.0.0.1:36798 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:09 | INFO | stdout | INFO:     127.0.0.1:36814 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:09 | INFO | stdout | INFO:     127.0.0.1:36828 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:13 | INFO | stdout | INFO:     127.0.0.1:36834 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:13 | INFO | stdout | INFO:     127.0.0.1:36842 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:14 | INFO | stdout | INFO:     127.0.0.1:36852 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:28 | INFO | stdout | INFO:     127.0.0.1:37736 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:28 | INFO | stdout | INFO:     127.0.0.1:37752 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:28 | INFO | stdout | INFO:     127.0.0.1:37756 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:34 | INFO | stdout | INFO:     127.0.0.1:37766 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:34 | INFO | stdout | INFO:     127.0.0.1:37778 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:34 | INFO | stdout | INFO:     127.0.0.1:37780 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:38 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 22. worker_id: f169d9fa. 
2024-02-22 11:14:39 | INFO | stdout | INFO:     127.0.0.1:47668 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:39 | INFO | stdout | INFO:     127.0.0.1:47676 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:39 | INFO | stdout | INFO:     127.0.0.1:47682 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:42 | INFO | stdout | INFO:     127.0.0.1:47692 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:42 | INFO | stdout | INFO:     127.0.0.1:47700 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:42 | INFO | stdout | INFO:     127.0.0.1:47702 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:14:50 | INFO | stdout | INFO:     127.0.0.1:45534 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:14:50 | INFO | stdout | INFO:     127.0.0.1:45548 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:14:51 | INFO | stdout | INFO:     127.0.0.1:45550 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:15:00 | INFO | stdout | INFO:     127.0.0.1:58850 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:15:00 | INFO | stdout | INFO:     127.0.0.1:58852 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:15:00 | INFO | stdout | INFO:     127.0.0.1:58864 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:15:09 | INFO | stdout | INFO:     127.0.0.1:34304 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:15:09 | INFO | stdout | INFO:     127.0.0.1:34316 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:15:09 | INFO | stdout | INFO:     127.0.0.1:34320 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:15:23 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 27. worker_id: f169d9fa. 
2024-02-22 11:15:25 | INFO | stdout | INFO:     127.0.0.1:53604 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:15:25 | INFO | stdout | INFO:     127.0.0.1:53610 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:15:25 | INFO | stdout | INFO:     127.0.0.1:53620 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:15:40 | INFO | stdout | INFO:     127.0.0.1:43210 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:15:40 | INFO | stdout | INFO:     127.0.0.1:43222 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:15:40 | INFO | stdout | INFO:     127.0.0.1:43236 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:15:46 | INFO | stdout | INFO:     127.0.0.1:51128 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:15:46 | INFO | stdout | INFO:     127.0.0.1:51132 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:15:46 | INFO | stdout | INFO:     127.0.0.1:51146 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:15:59 | INFO | stdout | INFO:     127.0.0.1:41178 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:15:59 | INFO | stdout | INFO:     127.0.0.1:41182 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:15:59 | INFO | stdout | INFO:     127.0.0.1:41192 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:16:07 | INFO | stdout | INFO:     127.0.0.1:55954 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:16:07 | INFO | stdout | INFO:     127.0.0.1:55962 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:16:07 | INFO | stdout | INFO:     127.0.0.1:55978 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:16:08 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=4, locked=False). call_ct: 32. worker_id: f169d9fa. 
2024-02-22 11:16:18 | INFO | stdout | INFO:     127.0.0.1:34894 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 11:16:18 | INFO | stdout | INFO:     127.0.0.1:34896 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 11:16:18 | INFO | stdout | INFO:     127.0.0.1:34908 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 11:16:53 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:17:38 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:18:23 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:19:08 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:19:53 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:20:38 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:21:23 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:22:08 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:22:53 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:23:38 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:24:23 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:25:08 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:25:54 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:26:39 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:27:24 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:28:09 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:28:54 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:29:39 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:30:24 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:31:09 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:31:54 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:32:39 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:33:24 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:34:09 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:34:54 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:35:39 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:36:24 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:37:09 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:37:54 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:38:39 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:39:24 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:40:09 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:40:54 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:41:39 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:42:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:43:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:43:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:44:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:45:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:46:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:46:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:47:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:48:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:49:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:49:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:50:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:51:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:52:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:52:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:53:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:54:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:55:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:55:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:56:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:57:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:58:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:58:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 11:59:41 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:00:26 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:01:11 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:01:56 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:02:41 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:03:26 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:04:11 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:04:56 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
2024-02-22 12:05:41 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 33. worker_id: f169d9fa. 
